22_12_13_1_ao_4.csv;;;;;;;;;;;;;;;
13/12/2022 08:04;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
16;;;;;;;;;;;;;;;
TIME;" ""°C""";" ""°C""";" ""°C""";" ""°C""";" ""°C""";" ""°C""";" ""kPa""";" ""kPa""";" ""kPa""";" ""kPa""";" ""kPa""";" ""DIO""";" ""TOTAL""";" ""ALARM1""";" ""ALARM2"""
04TIME;" ""0401""";" ""0402""";" ""0403""";" ""0404""";" ""0405""";" ""0406""";" ""0407""";" ""0408""";" ""0409""";" ""0410""";" ""0417""";" ""04DIO""";" ""04TOTAL""";" ""04ALARM1""";" ""04ALARM2"""
44908,56677;20,4029;20,2116;21,1432;20,9325;20,9099;21,3916;238,952;241,675;238,945;-1,53382;246,49;255;0;0;0
44908,56679;20,4061;20,2035;21,1463;20,9329;20,907;21,3813;239,509;242,343;240,391;-1,54032;247,156;255;0;0;0
44908,56681;20,4097;20,2136;21,1393;20,9286;20,9038;21,3816;239,104;242,297;239,225;-1,5377;248,049;255;0;0;0
44908,56683;20,4009;20,2123;21,1376;20,926;20,9045;21,3739;239,962;241,559;237,806;-1,54527;247,538;255;0;0;0
44908,56685;20,4063;20,214;21,1454;20,9238;20,9003;21,3745;239,91;241,188;237,815;-1,5397;247,274;255;0;0;0
44908,56687;20,4079;20,2202;21,1542;20,9334;20,916;21,3836;239,975;240,939;239,019;-1,53344;248,159;255;0;0;0
44908,5669;20,4098;20,2162;21,1531;20,9351;20,9136;21,3881;238,166;241,116;240,379;-1,5353;248,19;255;0;0;0
44908,56692;20,4102;20,211;21,1498;20,9314;20,9183;21,3864;240,647;240,605;238,147;-1,53969;248,883;255;0;0;0
44908,56694;20,41;20,2164;21,147;20,9308;20,9171;21,388;238,916;239,064;239,696;-1,53903;246,693;255;0;0;0
44908,56696;20,4102;20,2143;21,1508;20,9365;20,9087;21,3855;238,254;242,629;240,208;-1,53897;247,552;255;0;0;0
44908,56698;20,4049;20,2169;21,1472;20,9345;20,9105;21,3885;240,937;241,143;239,455;-1,54463;247,757;255;0;0;0
44908,567;20,4039;20,2105;21,1459;20,9326;20,9141;21,3829;239,417;242,889;240,795;-1,5459;250,103;255;0;0;0
44908,56702;20,4014;20,2133;21,1454;20,9306;20,9142;21,3857;238,084;240,952;238,257;-1,53246;247,29;255;0;0;0
44908,56705;20,4046;20,2141;21,147;20,9395;20,9131;21,3862;240,149;240,684;240,683;-1,54398;247,185;255;0;0;0
44908,56707;20,4054;20,2088;21,1433;20,9387;20,9114;21,3897;240,674;241,739;238,307;-1,53913;249,269;255;0;0;0
44908,56709;20,4041;20,2162;21,1441;20,9372;20,9085;21,3806;239,052;240,765;239,978;-1,53974;248,902;255;0;0;0
44908,56711;20,4025;20,2133;21,1501;20,9294;20,9126;21,3818;240,461;241,647;239,426;-1,53677;247,962;255;0;0;0
44908,56713;20,4038;20,2013;21,1444;20,9231;20,9087;21,3698;238,587;242,279;238,993;-1,53866;248,43;255;0;0;0
44908,56715;20,4054;20,2119;21,1404;20,9267;20,9101;21,3718;239,228;240,042;238,692;-1,54599;249,64;255;0;0;0
44908,56717;20,4033;20,2042;21,1395;20,9312;20,9124;21,3711;241,58;243,197;240,349;-1,53871;249,066;255;0;0;0
44908,5672;20,4022;20,2113;21,1405;20,9316;20,9145;21,3764;237,969;239,468;240,689;-1,53584;247,7;255;0;0;0
44908,56722;20,4007;20,2083;21,1427;20,935;20,9114;21,3777;239,466;242,37;240,137;-1,54421;249,092;255;0;0;0
44908,56724;20,4051;20,2151;21,139;20,9289;20,9114;21,3784;240,324;241,901;241,13;-1,53721;248,465;255;0;0;0
44908,56726;20,4068;20,2188;21,1481;20,9415;20,9125;21,3863;239,259;241,712;238,722;-1,53458;248,855;255;0;0;0
44908,56728;20,4095;20,2104;21,1524;20,9412;20,9135;21,3769;240,693;241,917;240,046;-1,52707;249,489;255;0;0;0
44908,5673;20,407;20,2108;21,1441;20,9338;20,9084;21,3756;239,568;243,019;238,681;-1,53621;245,895;255;0;0;0
44908,56732;20,4076;20,2141;21,144;20,9343;20,908;21,3755;239,911;243,161;238,613;-1,52381;248,678;255;0;0;0
44908,56735;20,406;20,2136;21,1467;20,9331;20,9114;21,3728;238,745;240,434;238,537;-1,52447;248,622;255;0;0;0
44908,56737;20,3993;20,2081;21,1425;20,9337;20,9056;21,3726;240,081;241,694;239,641;-1,54133;247,02;255;0;0;0
44908,56739;20,4019;20,2085;21,1444;20,9339;20,9131;21,3671;237,83;240,548;240,082;-1,53359;248,343;255;0;0;0
44908,56741;20,4063;20,2082;21,146;20,9292;20,911;21,3684;239,764;242,195;239,291;-1,53401;247,638;255;0;0;0
44908,56743;20,4105;20,2076;21,1483;20,938;20,9156;21,3693;241,529;241,85;239,921;-1,54303;249,188;255;0;0;0
44908,56745;20,4008;20,2146;21,1468;20,9319;20,9081;21,369;239,037;241,454;238,056;-1,54129;249,147;255;0;0;0
44908,56747;20,4054;20,2138;21,1475;20,9377;20,9128;21,3728;241,019;242,967;239,595;-1,54382;246,315;255;0;0;0
44908,5675;20,4049;20,2071;21,1438;20,9395;20,9168;21,3765;239,77;240,248;238,197;-1,5389;246,831;255;0;0;0
44908,56752;20,4032;20,2112;21,1476;20,9303;20,9167;21,3679;241,275;241,074;238,318;-1,52882;249,639;255;0;0;0
44908,56754;20,4059;20,2091;21,145;20,9333;20,9141;21,3741;238,031;241,026;237,387;-1,53358;247,127;255;0;0;0
44908,56756;20,4049;20,2072;21,1497;20,9351;20,9163;21,3781;239,514;241,586;237,659;-1,54861;249,018;255;0;0;0
44908,56758;20,4037;20,2115;21,1439;20,9381;20,9106;21,3725;242,165;242,435;239,843;-1,55223;246,654;255;0;0;0
44908,5676;20,4006;20,2138;21,1426;20,9355;20,9116;21,378;237,436;242,436;239,923;-1,55119;250,576;255;0;0;0
44908,56762;20,4028;20,213;21,1474;20,9325;20,9135;21,3883;239,706;241,439;238,031;-1,54451;248,962;255;0;0;0
44908,56764;20,4003;20,2112;21,1388;20,9315;20,9087;21,3782;241,516;241,125;239,966;-1,53295;248,258;255;0;0;0
44908,56767;20,3995;20,2091;21,1432;20,9317;20,9109;21,3762;239,595;243,405;239,144;-1,55031;249,256;255;0;0;0
44908,56769;20,4011;20,2043;21,1383;20,9381;20,9127;21,3834;238,812;243,656;239,506;-1,53248;246,272;255;0;0;0
44908,56771;20,3992;20,2113;21,1377;20,9313;20,906;21,3835;240,755;242,484;240,196;-1,54494;247,374;255;0;0;0
44908,56773;20,3983;20,205;21,1429;20,9316;20,9036;21,3767;239,394;240,211;238,716;-1,54839;248,256;255;0;0;0
44908,56775;20,4043;20,2123;21,1406;20,9388;20,9061;21,3754;240,905;241,97;238,861;-1,53932;250,079;255;0;0;0
44908,56777;20,3986;20,218;21,144;20,9437;20,9159;21,3793;240,092;241,892;240,608;-1,54561;249,455;255;0;0;0
44908,56779;20,4052;20,2165;21,1418;20,9452;20,9168;21,379;240,457;241,353;239,763;-1,54134;248,524;255;0;0;0
44908,56782;20,4054;20,2083;21,1456;20,9401;20,9091;21,3665;240,033;239,999;240,097;-1,54495;248,317;255;0;0;0
44908,56784;20,4008;20,2104;21,1427;20,9424;20,9181;21,368;240,489;240,153;239,088;-1,53046;245,35;255;0;0;0
44908,56786;20,4006;20,2071;21,1444;20,9352;20,9124;21,3732;240,259;242,126;239,322;-1,54038;250,796;255;0;0;0
44908,56788;20,4011;20,2153;21,1462;20,933;20,9136;21,3643;239,081;241,13;239,145;-1,53792;250,208;255;0;0;0
44908,5679;20,3987;20,2028;21,1402;20,9328;20,9093;21,3556;240,233;242,432;239,428;-1,56026;248,989;255;0;0;0
44908,56792;20,3947;20,2108;21,1342;20,9304;20,908;21,3467;238,872;243,742;238;-1,55186;248,304;255;0;0;0
44908,56794;20,397;20,2107;21,1404;20,9273;20,9085;21,3377;237,522;240,991;240,896;-1,54801;247,768;255;0;0;0
44908,56797;20,3958;20,207;21,1402;20,9357;20,9081;21,3358;239,35;242,063;240,071;-1,55064;247,385;255;0;0;0
44908,56799;20,4009;20,2066;21,1369;20,9304;20,9118;21,3378;240,638;241,089;239,469;-1,54002;248,933;255;0;0;0
44908,56801;20,4014;20,1993;21,1397;20,9326;20,9126;21,335;240,145;241,6;239,118;-1,5429;247,439;255;0;0;0
44908,56803;20,4012;20,2104;21,1421;20,9381;20,92;21,3412;241,92;242,198;238,864;-1,54373;246,914;255;0;0;0
44908,56805;20,4049;20,2153;21,1509;20,9351;20,9145;21,3437;241,695;240,78;238,356;-1,537;247,754;255;0;0;0
44908,56807;20,406;20,2159;21,1448;20,9399;20,9196;21,3443;239,521;239,355;241,621;-1,54768;247,863;255;0;0;0
44908,56809;20,4001;20,2196;21,1419;20,9421;20,9186;21,3446;239,601;240,238;239,715;-1,53158;247,484;255;0;0;0
44908,56812;20,4015;20,2129;21,1497;20,9381;20,9133;21,3419;239,771;240,467;240,144;-1,54185;248,488;255;0;0;0
44908,56814;20,4064;20,2166;21,1432;20,9385;20,9113;21,3531;240,577;241,796;240,921;-1,55596;250,82;255;0;0;0
44908,56816;20,3983;20,2076;21,1353;20,9334;20,9097;21,3461;239,651;240,568;239,826;-1,53862;247,977;255;0;0;0
44908,56818;20,4037;20,2035;21,135;20,9362;20,9104;21,3529;240,057;241,536;240,96;-1,53854;249,607;255;0;0;0
44908,5682;20,3957;20,2023;21,1365;20,9264;20,905;21,349;241,601;241,388;240,071;-1,55286;248,323;255;0;0;0
44908,56822;20,3946;20,2035;21,1309;20,9347;20,9081;21,3544;238,905;241,661;238,599;-1,54765;249,436;255;0;0;0
44908,56824;20,3892;20,2023;21,1335;20,9275;20,9066;21,3486;241,185;242,759;238,906;-1,54221;248,137;255;0;0;0
44908,56827;20,3882;20,2041;21,1358;20,9317;20,9016;21,3495;239,535;241,745;240,23;-1,54158;247,937;255;0;0;0
44908,56829;20,4044;20,2122;21,142;20,9427;20,9131;21,3523;241,019;243,032;240,266;-1,54584;249,631;255;0;0;0
44908,56831;20,399;20,2141;21,1396;20,9402;20,9085;21,3559;241,061;241,91;239,875;-1,53403;246,333;255;0;0;0
44908,56833;20,4055;20,2066;21,1463;20,9342;20,9181;21,3542;240,03;242,425;238,493;-1,53949;247,855;255;0;0;0
44908,56835;20,4022;20,211;21,1419;20,9359;20,9149;21,3542;239,142;242,02;240,295;-1,53662;247,596;255;0;0;0
44908,56837;20,4021;20,2057;21,1408;20,9347;20,9201;21,3549;240,037;240,901;239,426;-1,5499;247,845;255;0;0;0
44908,56839;20,4061;20,2119;21,1477;20,9374;20,9106;21,3522;241,283;243;238,744;-1,55409;247,132;255;0;0;0
44908,56841;20,4025;20,2089;21,1464;20,94;20,9111;21,3533;241,589;242,739;239,337;-1,55289;250,572;255;0;0;0
44908,56844;20,4022;20,2155;21,1418;20,9432;20,9166;21,3553;239,262;241,15;240,571;-1,54607;247,606;255;0;0;0
44908,56846;20,4044;20,2086;21,1384;20,9402;20,9146;21,3623;240,621;242,537;238,632;-1,53359;247,728;255;0;0;0
44908,56848;20,4005;20,2044;21,1435;20,9392;20,9123;21,3619;239,343;241,214;239,567;-1,53828;249,116;255;0;0;0
44908,5685;20,4;20,2069;21,1365;20,9348;20,9173;21,3589;241,216;242,042;238,625;-1,53557;248,993;255;0;0;0
44908,56852;20,3986;20,2072;21,1374;20,9341;20,9139;21,3531;239,713;241,638;239,43;-1,55181;245,704;255;0;0;0
44908,56854;20,4053;20,2074;21,1402;20,9341;20,9148;21,3558;239,163;241,28;238,135;-1,53316;247,22;255;0;0;0
44908,56856;20,3986;20,2104;21,1346;20,9307;20,9082;21,3465;238,56;240,298;237,897;-1,52963;248,723;255;0;0;0
44908,56859;20,4057;20,2094;21,1392;20,9312;20,9135;21,3559;240,24;241,883;239,399;-1,54496;250,968;255;0;0;0
44908,56861;20,4046;20,2131;21,144;20,9381;20,9095;21,3582;240,883;241,44;239,36;-1,53753;248,059;255;0;0;0
44908,56863;20,4042;20,2151;21,1456;20,9374;20,9129;21,3605;239,333;243,146;240,134;-1,52775;250,463;255;0;0;0
44908,56865;20,4008;20,208;21,1401;20,9348;20,9134;21,3593;239,376;241,11;239,709;-1,52981;245,985;255;0;0;0
44908,56867;20,3968;20,2128;21,1389;20,9311;20,9113;21,3552;240,703;242,767;239,678;-1,5306;246,859;255;0;0;0
44908,56869;20,3956;20,2096;21,1391;20,9314;20,9159;21,3609;239,716;241,484;239,696;-1,53069;248,539;255;0;0;0
44908,56871;20,3992;20,209;21,1369;20,9386;20,9095;21,3656;240,575;241,465;238,248;-1,53082;247,303;255;0;0;0
44908,56874;20,3964;20,208;21,1354;20,9394;20,9115;21,3671;241,522;241,955;238,326;-1,52852;247,148;255;0;0;0
44908,56876;20,396;20,2039;21,1369;20,9401;20,9124;21,3737;239,382;241,014;240,107;-1,53017;246,916;255;0;0;0
44908,56878;20,4001;20,2063;21,1349;20,935;20,9097;21,3768;239,409;240,833;237,957;-1,52722;248,257;255;0;0;0
44908,5688;20,3967;20,2092;21,1338;20,9285;20,9143;21,3788;237,735;242,126;240,272;-1,53397;250,106;255;0;0;0
44908,56882;20,3979;20,2024;21,1342;20,9339;20,9148;21,3769;240,318;242,487;240,51;-1,54375;248,589;255;0;0;0
44908,56884;20,3961;20,2082;21,1395;20,9341;20,9132;21,3773;240,614;242,34;239,508;-1,54315;248,035;255;0;0;0
44908,56886;20,3966;20,2063;21,1358;20,9311;20,9095;21,3802;240,719;240,967;239,055;-1,53481;249,442;255;0;0;0
44908,56889;20,3986;20,2072;21,1313;20,931;20,9115;21,3783;241,103;240,829;238,803;-1,5317;247,806;255;0;0;0
44908,56891;20,3924;20,2063;21,1413;20,9401;20,915;21,3784;241,468;240,632;237,325;-1,54734;248,741;255;0;0;0
44908,56893;20,4002;20,2082;21,141;20,9402;20,9161;21,3726;239,721;241,025;238,237;-1,53012;248,826;255;0;0;0
44908,56895;20,397;20,2111;21,1441;20,937;20,9098;21,3704;238,295;240,629;240,538;-1,54631;249,61;255;0;0;0
44908,56897;20,4028;20,2109;21,1413;20,9366;20,9149;21,3733;241,138;241,27;239,626;-1,54404;249,369;255;0;0;0
44908,56899;20,4013;20,2101;21,1397;20,9367;20,9159;21,3661;237,66;241,113;237,647;-1,5464;250,643;255;0;0;0
44908,56901;20,3961;20,2076;21,1359;20,9314;20,9146;21,3697;241,454;242,966;240,731;-1,55023;250,1;255;0;0;0
44908,56904;20,402;20,2117;21,1351;20,9367;20,9057;21,3657;238,683;242,997;240,798;-1,55582;247,621;255;0;0;0
44908,56906;20,3923;20,2065;21,1297;20,9302;20,9103;21,3617;239,258;240,361;239,698;-1,55359;245,933;255;0;0;0
44908,56908;20,3928;20,1991;21,1345;20,9284;20,9138;21,3675;240,375;240,229;240,633;-1,54144;249,618;255;0;0;0
44908,5691;20,3888;20,2003;21,1329;20,9293;20,9045;21,3603;239,326;240,573;241,372;-1,53318;249,606;255;0;0;0
44908,56912;20,3942;20,1985;21,1329;20,9355;20,9111;21,3676;237,395;241,64;239,042;-1,5414;248,555;255;0;0;0
44908,56914;20,3856;20,2058;21,1322;20,9352;20,911;21,3636;240,205;242,065;240,117;-1,54317;249,985;255;0;0;0
44908,56916;20,3866;20,2059;21,1318;20,9275;20,9082;21,3606;238,62;242,357;241,304;-1,55145;249,878;255;0;0;0
44908,56918;20,399;20,2027;21,1315;20,9273;20,9026;21,3589;240,372;240,42;240,44;-1,53956;250,995;255;0;0;0
44908,56921;20,3905;20,2013;21,1343;20,928;20,9052;21,3621;240,762;240,974;239,046;-1,54467;247,46;255;0;0;0
44908,56923;20,3921;20,2023;21,1359;20,9353;20,9046;21,3606;240,355;242,461;240,084;-1,54995;250,617;255;0;0;0
44908,56925;20,3913;20,2002;21,1369;20,9305;20,9094;21,3606;238,26;241,745;238,839;-1,55238;248,844;255;0;0;0
44908,56927;20,3924;20,2045;21,1348;20,93;20,9106;21,3694;239,625;241,285;237,533;-1,54424;247,222;255;0;0;0
44908,56929;20,3889;20,2063;21,1307;20,9316;20,9029;21,362;239,67;240,574;239,109;-1,54757;247,836;255;0;0;0
44908,56931;20,3965;20,2141;21,1388;20,9328;20,9145;21,3659;240,135;241,925;239,276;-1,54231;247,788;255;0;0;0
44908,56933;20,3962;20,206;21,1416;20,9357;20,9161;21,3652;240,618;240,508;238,335;-1,54121;249,357;255;0;0;0
44908,56936;20,4019;20,2066;21,143;20,9352;20,9099;21,3736;240,754;241,771;240,3;-1,53906;250,128;255;0;0;0
44908,56938;20,402;20,2093;21,1396;20,932;20,9148;21,3727;237,762;242,559;238,441;-1,53803;248,495;255;0;0;0
44908,5694;20,3998;20,2054;21,1375;20,9367;20,9111;21,3656;239,929;241,407;240,152;-1,53776;248,289;255;0;0;0
44908,56942;20,3973;20,2092;21,1372;20,9301;20,9167;21,3676;241,753;241,211;236,976;-1,55269;249,033;255;0;0;0
44908,56944;20,3943;20,2077;21,1376;20,932;20,9061;21,3555;240,393;242,332;240,501;-1,54781;250,149;255;0;0;0
44908,56946;20,3979;20,2022;21,1372;20,9288;20,9045;21,3527;240,506;240,977;238,254;-1,54122;249,703;255;0;0;0
44908,56948;20,3911;20,2065;21,1287;20,9261;20,9038;21,3574;240,077;242,266;238,439;-1,55109;248,187;255;0;0;0
44908,56951;20,3915;20,2076;21,1315;20,9328;20,911;21,3524;240,77;240,045;239,034;-1,53655;250,318;255;0;0;0
44908,56953;20,3899;20,2063;21,134;20,9266;20,9059;21,3483;240,057;242,489;240,762;-1,52667;246,538;255;0;0;0
44908,56955;20,3901;20,2038;21,1351;20,9347;20,9124;21,3515;239,59;242,383;240,323;-1,54933;248,129;255;0;0;0
44908,56957;20,3891;20,2014;21,1358;20,9357;20,9109;21,3418;240,712;242,733;239,901;-1,533;247,348;255;0;0;0
44908,56959;20,3878;20,2054;21,1239;20,9346;20,9079;21,3374;238,973;240,857;239,566;-1,53757;248,12;255;0;0;0
44908,56961;20,3937;20,2039;21,1321;20,9303;20,9053;21,3403;237,402;242,14;240,494;-1,55302;249,377;255;0;0;0
44908,56963;20,3899;20,21;21,1372;20,928;20,9081;21,3442;238,302;240,005;239,89;-1,5536;249,819;255;0;0;0
44908,56966;20,3881;20,205;21,1291;20,9291;20,9062;21,3525;240,461;241,121;240,746;-1,54588;250,821;255;0;0;0
44908,56968;20,391;20,2058;21,1355;20,9271;20,9131;21,357;240,478;243,638;239,239;-1,53761;246,532;255;0;0;0
44908,5697;20,3926;20,2028;21,1277;20,9282;20,9114;21,3556;241,614;242,179;238,823;-1,52715;247,101;255;0;0;0
44908,56972;20,3904;20,2039;21,1346;20,9337;20,9077;21,3533;238,981;241,831;238,207;-1,54061;249,237;255;0;0;0
44908,56974;20,3888;20,1922;21,1286;20,9309;20,904;21,3469;240,453;242,001;240,2;-1,53797;250,001;255;0;0;0
44908,56976;20,3901;20,195;21,1264;20,933;20,9051;21,3534;238,729;239,885;238,389;-1,54912;248,17;255;0;0;0
44908,56978;20,3834;20,2025;21,1285;20,9327;20,909;21,3529;239,891;241,42;239,842;-1,53739;246,074;255;0;0;0
44908,56981;20,3907;20,199;21,1315;20,9268;20,9091;21,3454;238,463;239,564;239,788;-1,5428;249,552;255;0;0;0
44908,56983;20,3914;20,2018;21,1309;20,9266;20,9087;21,3529;238,712;242,743;240,668;-1,55367;249,648;255;0;0;0
44908,56985;20,391;20,201;21,131;20,9297;20,9081;21,3474;238,133;241,5;240,596;-1,56485;249,168;255;0;0;0
44908,56987;20,3951;20,2063;21,1315;20,9336;20,909;21,3446;239,667;241,603;239,08;-1,55341;247,391;255;0;0;0
44908,56989;20,3913;20,2026;21,132;20,9301;20,9066;21,3454;240,541;241,073;239,788;-1,55817;247,852;255;0;0;0
44908,56991;20,3909;20,2027;21,1299;20,931;20,905;21,3419;239,939;241,054;239,218;-1,55376;248,61;255;0;0;0
44908,56993;20,3874;20,2027;21,128;20,9273;20,9066;21,335;238,423;240,665;239,386;-1,56325;249,046;255;0;0;0
44908,56995;20,3979;20,207;21,1369;20,9285;20,9075;21,3424;239,101;242,131;237,095;-1,55538;249,209;255;0;0;0
44908,56998;20,397;20,2102;21,139;20,9334;20,9163;21,346;240,649;241,07;240,875;-1,55952;249,454;255;0;0;0
44908,57;20,3921;20,2024;21,134;20,924;20,907;21,3364;240,954;240,476;239,833;-1,55686;248,098;255;0;0;0
44908,57002;20,389;20,2009;21,13;20,9283;20,9112;21,3413;237,077;241,251;238,292;-1,56478;249,973;255;0;0;0
44908,57004;20,3817;20,2001;21,1334;20,927;20,9047;21,3389;238,235;241,333;239,088;-1,55994;248,391;255;0;0;0
44908,57006;20,3895;20,2034;21,1346;20,9276;20,9068;21,3426;239,651;241,14;240,99;-1,5586;247,999;255;0;0;0
44908,57008;20,3871;20,1987;21,1312;20,9275;20,9076;21,3441;240,06;242,331;239,513;-1,55341;248,616;255;0;0;0
44908,5701;20,3832;20,2027;21,1326;20,9285;20,9106;21,3514;237,22;240,866;238,968;-1,55175;248,773;255;0;0;0
44908,57013;20,3936;20,2034;21,1369;20,9366;20,9116;21,3559;238,407;241,421;240,155;-1,54559;247,209;255;0;0;0
44908,57015;20,3947;20,2056;21,1391;20,9287;20,9116;21,3623;238,713;240,174;238,102;-1,54083;247,043;255;0;0;0
44908,57017;20,3906;20,2018;21,133;20,9344;20,9171;21,3625;238,99;240,334;238,757;-1,54412;248,685;255;0;0;0
44908,57019;20,3924;20,2023;21,1357;20,937;20,9134;21,3602;237,893;242,83;240,518;-1,54818;247,182;255;0;0;0
44908,57021;20,3968;20,2054;21,1334;20,9286;20,9174;21,3459;237,776;241,2;238,771;-1,55392;248,868;255;0;0;0
44908,57023;20,3942;20,2043;21,1395;20,9337;20,9156;21,3446;240,515;242,28;239,659;-1,54787;248,71;255;0;0;0
44908,57025;20,3868;20,2032;21,1351;20,9295;20,9141;21,3365;240,938;242,158;238,36;-1,5476;247,799;255;0;0;0
44908,57028;20,3885;20,2054;21,1321;20,9276;20,9122;21,3328;240,191;241,605;239,489;-1,52389;248,162;255;0;0;0
44908,5703;20,3885;20,2056;21,131;20,9299;20,9113;21,3325;239,216;242,709;238,84;-1,53329;250,52;255;0;0;0
44908,57032;20,3882;20,2014;21,1331;20,9296;20,91;21,3355;239,186;239,647;239,57;-1,54393;250,602;255;0;0;0
44908,57034;20,3968;20,209;21,1389;20,9349;20,915;21,3425;239,328;240,814;238,622;-1,54976;248,126;255;0;0;0
44908,57036;20,3911;20,2112;21,1399;20,9302;20,914;21,3499;239,464;241,88;240,464;-1,56454;247,965;255;0;0;0
44908,57038;20,3975;20,2066;21,1384;20,9359;20,9131;21,3459;238,343;240,948;240,152;-1,53627;247,361;255;0;0;0
44908,5704;20,3868;20,2074;21,1342;20,9374;20,9106;21,3481;240,143;242,638;238,875;-1,53216;246,553;255;0;0;0
44908,57043;20,3889;20,2072;21,1358;20,9386;20,9137;21,3397;239,066;241,642;239,52;-1,53495;247,471;255;0;0;0
44908,57045;20,3927;20,2024;21,1365;20,9365;20,9141;21,3401;239,96;242,172;240,013;-1,53322;249,953;255;0;0;0
44908,57047;20,3887;20,2043;21,1349;20,9312;20,9109;21,3397;240,826;241,06;240,879;-1,5428;249,815;255;0;0;0
44908,57049;20,3943;20,2071;21,1318;20,937;20,9106;21,3365;238,962;240,833;237,543;-1,5451;247,622;255;0;0;0
44908,57051;20,3918;20,2004;21,1357;20,9297;20,9105;21,344;240,252;241,187;241,227;-1,5406;249,319;255;0;0;0
44908,57053;20,3924;20,2043;21,1377;20,9348;20,911;21,3357;241,735;242,239;238,384;-1,53546;247,856;255;0;0;0
44908,57055;20,3903;20,2085;21,1357;20,9359;20,9139;21,3423;239,03;242,575;239,652;-1,5489;248,55;255;0;0;0
44908,57058;20,3918;20,2049;21,1335;20,9331;20,916;21,3357;239,081;241,028;240,054;-1,54531;248,972;255;0;0;0
44908,5706;20,3907;20,2035;21,13;20,933;20,9066;21,3346;240,353;241,523;238,875;-1,55589;247,527;255;0;0;0
44908,57062;20,3874;20,2032;21,1336;20,9308;20,9182;21,3369;238,006;243,07;239,407;-1,54933;250,725;255;0;0;0
44908,57064;20,3846;20,1979;21,1329;20,9279;20,9081;21,33;238,508;241,304;238,129;-1,54455;249,108;255;0;0;0
44908,57066;20,3871;20,1974;21,1254;20,9287;20,9114;21,336;240,301;241,78;240,116;-1,53707;250,199;255;0;0;0
44908,57068;20,3936;20,2044;21,1275;20,9302;20,9116;21,3299;240,186;240,804;238,87;-1,55342;249,285;255;0;0;0
44908,5707;20,3828;20,2038;21,1298;20,9333;20,9116;21,3368;238,997;240,987;240,394;-1,54232;248,304;255;0;0;0
44908,57072;20,3857;20,2033;21,1369;20,9296;20,9174;21,3376;239,687;242,467;241,058;-1,5356;247,801;255;0;0;0
44908,57075;20,3954;20,2054;21,1309;20,9287;20,9136;21,3334;240,06;242,21;238,442;-1,52876;247,424;255;0;0;0
44908,57077;20,3868;20,2008;21,1406;20,9413;20,918;21,3495;239,976;242,743;239,332;-1,54364;248,377;255;0;0;0
44908,57079;20,4005;20,2041;21,1397;20,937;20,9217;21,3436;240,448;242,936;239,669;-1,56259;248,48;255;0;0;0
44908,57081;20,3921;20,2083;21,134;20,9355;20,9196;21,3454;238,432;240,199;240,573;-1,53187;249,087;255;0;0;0
44908,57083;20,3968;20,204;21,1361;20,9419;20,9242;21,3356;240,043;241,082;239,195;-1,55315;247,291;255;0;0;0
44908,57085;20,3827;20,2003;21,126;20,9346;20,9172;21,3315;238,458;240,128;237,871;-1,54296;249,083;255;0;0;0
44908,57087;20,3943;20,1998;21,1304;20,9271;20,9127;21,3292;241,88;241,531;238,933;-1,54872;247,175;255;0;0;0
44908,5709;20,3879;20,204;21,1273;20,9263;20,9121;21,3242;239,901;241,201;240,42;-1,55091;249,424;255;0;0;0
44908,57092;20,3796;20,2011;21,1315;20,9319;20,9091;21,325;240,859;241,12;240,211;-1,5417;247,78;255;0;0;0
44908,57094;20,3846;20,1998;21,1316;20,9351;20,9143;21,3273;240,13;240,87;238,916;-1,54973;249,66;255;0;0;0
44908,57096;20,3853;20,1948;21,1287;20,9314;20,9109;21,3208;239,858;241,625;239,412;-1,54722;249,116;255;0;0;0
44908,57098;20,391;20,2;21,1225;20,9264;20,9112;21,3245;240,011;240,382;238,275;-1,552;246,413;255;0;0;0
44908,571;20,3867;20,1977;21,1277;20,9307;20,9067;21,3236;239,906;239,675;240,3;-1,55883;249,423;255;0;0;0
44908,57102;20,3777;20,2032;21,1321;20,9325;20,9133;21,3273;240,299;240,486;239,33;-1,54682;248,312;255;0;0;0
44908,57105;20,3802;20,1957;21,1253;20,9341;20,9111;21,3257;241,49;241,852;237,68;-1,54678;249,793;255;0;0;0
44908,57107;20,3897;20,2018;21,1275;20,9294;20,9111;21,3279;241,636;242,394;238,447;-1,56586;247,617;255;0;0;0
44908,57109;20,3846;20,2005;21,1307;20,9357;20,9033;21,3208;238,726;242,01;238,441;-1,54764;249,635;255;0;0;0
44908,57111;20,3899;20,2;21,1334;20,9386;20,9158;21,3308;240,361;242,62;240,465;-1,54433;248,242;255;0;0;0
44908,57113;20,3916;20,2075;21,1349;20,9341;20,9168;21,3359;241,758;242,204;239,63;-1,55823;248,215;255;0;0;0
44908,57115;20,3936;20,2077;21,1319;20,94;20,916;21,3325;240,283;241,664;237,397;-1,54811;250,491;255;0;0;0
44908,57117;20,3945;20,2077;21,1339;20,9371;20,9201;21,3416;238,839;241,109;237,933;-1,53495;249,314;255;0;0;0
44908,5712;20,3971;20,2054;21,1355;20,941;20,9218;21,3437;239,811;240,912;241,029;-1,55326;248,857;255;0;0;0
44908,57122;20,3923;20,2079;21,1329;20,9351;20,9217;21,3464;240,176;241,241;239,746;-1,55058;248,395;255;0;0;0
